pincode,district,state
151206,Bathinda,Punjab
151207,Faridkot,Punjab
151207,Moga,Punjab
151208,Faridkot,Punjab
151208,Moga,Punjab
151209,Faridkot,Punjab
151210,Sri Muktsar Sahib,Punjab
151211,Sri Muktsar Sahib,Punjab
151212,Faridkot,Punjab
151213,Faridkot,Punjab
151214,Faridkot,Punjab
151301,Bathinda,Punjab
151302,Bathinda,Punjab
151302,Mansa,Punjab
151401,Bathinda,Punjab
151501,Mansa,Punjab
151502,Mansa,Punjab
151503,Mansa,Punjab
151504,Mansa,Punjab
151505,Mansa,Punjab
151506,Mansa,Punjab
151507,Mansa,Punjab
151508,Mansa,Punjab
151509,Bathinda,Punjab
151509,Mansa,Punjab
151510,Bathinda,Punjab
151510,Mansa,Punjab
151511,Bathinda,Punjab
152001,Firozepur,Punjab
152002,Firozepur,Punjab
152003,Firozepur,Punjab
152004,Firozepur,Punjab
152005,Firozepur,Punjab
152020,Fazilka,Punjab
152021,Firozepur,Punjab
152022,Firozepur,Punjab
152023,Firozepur,Punjab
152024,Fazilka,Punjab
152025,Faridkot,Punjab
152025,Sri Muktsar Sahib,Punjab
152026,Sri Muktsar Sahib,Punjab
152028,Firozepur,Punjab
152028,Moga,Punjab
152031,Sri Muktsar Sahib,Punjab
152032,Sri Muktsar Sahib,Punjab
152033,Fazilka,Punjab
152101,Sri Muktsar Sahib,Punjab
152107,Sri Muktsar Sahib,Punjab
152112,Sri Muktsar Sahib,Punjab
152113,Sri Muktsar Sahib,Punjab
152114,Sri Muktsar Sahib,Punjab
152115,Sri Muktsar Sahib,Punjab
152116,Fazilka,Punjab
152117,Fazilka,Punjab
152118,Fazilka,Punjab
152121,Fazilka,Punjab
152122,Fazilka,Punjab
152123,Fazilka,Punjab
152124,Fazilka,Punjab
152128,Fazilka,Punjab
152132,Fazilka,Punjab
160001,Chandigarh,Chandigarh
160002,Chandigarh,Chandigarh
160003,Chandigarh,Chandigarh
160004,Chandigarh,Chandigarh
160006,Chandigarh,Chandigarh
160009,Chandigarh,Chandigarh
160011,Chandigarh,Chandigarh
160012,Chandigarh,Chandigarh
160014,Chandigarh,Chandigarh
160015,Chandigarh,Chandigarh
160017,Chandigarh,Chandigarh
160018,Chandigarh,Chandigarh
160019,Chandigarh,Chandigarh
160020,Chandigarh,Chandigarh
160022,Chandigarh,Chandigarh
160023,Chandigarh,Chandigarh
160025,Chandigarh,Chandigarh
160030,Chandigarh,Chandigarh
160036,Chandigarh,Chandigarh
160043,Chandigarh,Chandigarh
160047,Chandigarh,Chandigarh
160055,S.a.s Nagar,Punjab
160059,S.a.s Nagar,Punjab
160062,S.a.s Nagar,Punjab
160071,S.a.s Nagar,Punjab
160101,Chandigarh,Chandigarh
160102,Chandigarh,Chandigarh
160103,S.a.s Nagar,Punjab
160104,S.a.s Nagar,Punjab
171001,Shimla,Himachal Pradesh
171002,Shimla,Himachal Pradesh
171003,Shimla,Himachal Pradesh
171004,Shimla,Himachal Pradesh
171005,Shimla,Himachal Pradesh
171006,Shimla,Himachal Pradesh
171007,Shimla,Himachal Pradesh
171008,Shimla,Himachal Pradesh
171009,Shimla,Himachal Pradesh
171010,Shimla,Himachal Pradesh
171011,Shimla,Himachal Pradesh
171012,Shimla,Himachal Pradesh
171013,Shimla,Himachal Pradesh
171014,Shimla,Himachal Pradesh
171015,Shimla,Himachal Pradesh
171018,Shimla,Himachal Pradesh
171019,Shimla,Himachal Pradesh
171102,Solan,Himachal Pradesh
171103,Shimla,Himachal Pradesh
171201,Shimla,Himachal Pradesh
171202,Shimla,Himachal Pradesh
171203,Shimla,Himachal Pradesh
171204,Shimla,Himachal Pradesh
171205,Shimla,Himachal Pradesh
171206,Shimla,Himachal Pradesh
171207,Shimla,Himachal Pradesh
171208,Shimla,Himachal Pradesh
171209,Shimla,Himachal Pradesh
171210,Shimla,Himachal Pradesh
171211,Shimla,Himachal Pradesh
171212,Shimla,Himachal Pradesh
171213,Shimla,Himachal Pradesh
171214,Shimla,Himachal Pradesh
171215,Shimla,Himachal Pradesh
171216,Shimla,Himachal Pradesh
171217,Shimla,Himachal Pradesh
171218,Shimla,Himachal Pradesh
171219,Shimla,Himachal Pradesh
171220,Shimla,Himachal Pradesh
171221,Shimla,Himachal Pradesh
171222,Shimla,Himachal Pradesh
171223,Shimla,Himachal Pradesh
171224,Shimla,Himachal Pradesh
171225,Shimla,Himachal Pradesh
171226,Shimla,Himachal Pradesh
171226,Sirmaur,Himachal Pradesh
171301,Shimla,Himachal Pradesh
172001,Kullu,Himachal Pradesh
172001,Shimla,Himachal Pradesh
172002,Kullu,Himachal Pradesh
172021,Shimla,Himachal Pradesh
172022,Shimla,Himachal Pradesh
172023,Kullu,Himachal Pradesh
172024,Shimla,Himachal Pradesh
172025,Kullu,Himachal Pradesh
172026,Kullu,Himachal Pradesh
172027,Shimla,Himachal Pradesh
172028,Shimla,Himachal Pradesh
172029,Shimla,Himachal Pradesh
172030,Shimla,Himachal Pradesh
172031,Shimla,Himachal Pradesh
172032,Kullu,Himachal Pradesh
172033,Kullu,Himachal Pradesh
172034,Shimla,Himachal Pradesh
172101,Kinnaur,Himachal Pradesh
172101,Shimla,Himachal Pradesh
172102,Shimla,Himachal Pradesh
172103,Kinnaur,Himachal Pradesh
172104,Kinnaur,Himachal Pradesh
172105,Kinnaur,Himachal Pradesh
172106,Kinnaur,Himachal Pradesh
172107,Kinnaur,Himachal Pradesh
172108,Kinnaur,Himachal Pradesh
172109,Kinnaur,Himachal Pradesh
172110,Kinnaur,Himachal Pradesh
172111,Kinnaur,Himachal Pradesh
172111,Lahul & Spiti,Himachal Pradesh
172112,Kinnaur,Himachal Pradesh
172113,Lahul & Spiti,Himachal Pradesh
172114,Lahul & Spiti,Himachal Pradesh
172115,Kinnaur,Himachal Pradesh
172116,Kinnaur,Himachal Pradesh
172117,Lahul & Spiti,Himachal Pradesh
172118,Kinnaur,Himachal Pradesh
172201,Kullu,Himachal Pradesh
172201,Shimla,Himachal Pradesh
173001,Sirmaur,Himachal Pradesh
173021,Sirmaur,Himachal Pradesh
173022,Sirmaur,Himachal Pradesh
173023,Sirmaur,Himachal Pradesh
173024,Sirmaur,Himachal Pradesh
173025,Sirmaur,Himachal Pradesh
173026,Sirmaur,Himachal Pradesh
173027,Sirmaur,Himachal Pradesh
173029,Sirmaur,Himachal Pradesh
173030,Sirmaur,Himachal Pradesh
173031,Sirmaur,Himachal Pradesh
173032,Sirmaur,Himachal Pradesh
173033,Sirmaur,Himachal Pradesh
173101,Sirmaur,Himachal Pradesh
173104,Sirmaur,Himachal Pradesh
173201,Solan,Himachal Pradesh
173202,Solan,Himachal Pradesh
173204,Solan,Himachal Pradesh
173205,Solan,Himachal Pradesh
173206,Solan,Himachal Pradesh
173207,Solan,Himachal Pradesh
173208,Solan,Himachal Pradesh
173209,Solan,Himachal Pradesh
173210,Solan,Himachal Pradesh
173211,Solan,Himachal Pradesh
173212,Solan,Himachal Pradesh
173213,Solan,Himachal Pradesh
173214,Solan,Himachal Pradesh
173215,Solan,Himachal Pradesh
173217,Shimla,Himachal Pradesh
173217,Solan,Himachal Pradesh
173218,Solan,Himachal Pradesh
173220,Solan,Himachal Pradesh
173221,Solan,Himachal Pradesh
173222,Solan,Himachal Pradesh
173223,Sirmaur,Himachal Pradesh
173223,Solan,Himachal Pradesh
173225,Solan,Himachal Pradesh
173229,Sirmaur,Himachal Pradesh
173229,Solan,Himachal Pradesh
173230,Solan,Himachal Pradesh
173233,Solan,Himachal Pradesh
173234,Solan,Himachal Pradesh
173235,Solan,Himachal Pradesh
173236,Solan,Himachal Pradesh
173237,Solan,Himachal Pradesh
174001,Bilaspur,Himachal Pradesh
174002,Bilaspur,Himachal Pradesh
174003,Bilaspur,Himachal Pradesh
174004,Bilaspur,Himachal Pradesh
174005,Bilaspur,Himachal Pradesh
174011,Bilaspur,Himachal Pradesh
174012,Bilaspur,Himachal Pradesh
174013,Bilaspur,Himachal Pradesh
174015,Bilaspur,Himachal Pradesh
174017,Bilaspur,Himachal Pradesh
174021,Bilaspur,Himachal Pradesh
174023,Bilaspur,Himachal Pradesh
174024,Bilaspur,Himachal Pradesh
174026,Bilaspur,Himachal Pradesh
174027,Bilaspur,Himachal Pradesh
174028,Bilaspur,Himachal Pradesh
174029,Bilaspur,Himachal Pradesh
174030,Bilaspur,Himachal Pradesh
174031,Bilaspur,Himachal Pradesh
174032,Bilaspur,Himachal Pradesh
174033,Bilaspur,Himachal Pradesh
174034,Bilaspur,Himachal Pradesh
174035,Bilaspur,Himachal Pradesh
174036,Bilaspur,Himachal Pradesh
174101,Solan,Himachal Pradesh
174102,Solan,Himachal Pradesh
174103,Solan,Himachal Pradesh
174201,Bilaspur,Himachal Pradesh
174301,Una,Himachal Pradesh
174302,Una,Himachal Pradesh
174303,Una,Himachal Pradesh
174304,Hamirpur,Himachal Pradesh
174305,Hamirpur,Himachal Pradesh
174306,Una,Himachal Pradesh
174307,Una,Himachal Pradesh
174308,Una,Himachal Pradesh
174309,Hamirpur,Himachal Pradesh
174310,Bilaspur,Himachal Pradesh
174311,Hamirpur,Himachal Pradesh
174312,Hamirpur,Himachal Pradesh
174314,Una,Himachal Pradesh
174315,Una,Himachal Pradesh
174316,Una,Himachal Pradesh
174317,Una,Himachal Pradesh
174319,Una,Himachal Pradesh
174320,Una,Himachal Pradesh
174321,Una,Himachal Pradesh
174405,Hamirpur,Himachal Pradesh
174503,Una,Himachal Pradesh
174505,Hamirpur,Himachal Pradesh
174507,Una,Himachal Pradesh
175001,Mandi,Himachal Pradesh
175002,Mandi,Himachal Pradesh
175003,Mandi,Himachal Pradesh
175004,Mandi,Himachal Pradesh
175005,Mandi,Himachal Pradesh
175006,Mandi,Himachal Pradesh
175007,Mandi,Himachal Pradesh
175008,Mandi,Himachal Pradesh
175009,Mandi,Himachal Pradesh
175010,Mandi,Himachal Pradesh
175011,Mandi,Himachal Pradesh
175012,Mandi,Himachal Pradesh
175013,Kangra,Himachal Pradesh
175013,Mandi,Himachal Pradesh
175014,Mandi,Himachal Pradesh
175015,Mandi,Himachal Pradesh
175016,Mandi,Himachal Pradesh
175017,Mandi,Himachal Pradesh
175018,Mandi,Himachal Pradesh
175019,Mandi,Himachal Pradesh
175020,Mandi,Himachal Pradesh
175021,Mandi,Himachal Pradesh
175022,Mandi,Himachal Pradesh
175023,Mandi,Himachal Pradesh
175024,Mandi,Himachal Pradesh
175025,Mandi,Himachal Pradesh
175026,Mandi,Himachal Pradesh
175027,Mandi,Himachal Pradesh
175028,Mandi,Himachal Pradesh
175029,Mandi,Himachal Pradesh
175030,Mandi,Himachal Pradesh
175031,Mandi,Himachal Pradesh
175032,Mandi,Himachal Pradesh
175033,Mandi,Himachal Pradesh
175034,Mandi,Himachal Pradesh
175035,Mandi,Himachal Pradesh
175036,Mandi,Himachal Pradesh
175037,Mandi,Himachal Pradesh
175038,Mandi,Himachal Pradesh
175039,Mandi,Himachal Pradesh
175040,Mandi,Himachal Pradesh
175042,Mandi,Himachal Pradesh
175045,Mandi,Himachal Pradesh
175046,Mandi,Himachal Pradesh
175047,Mandi,Himachal Pradesh
175048,Mandi,Himachal Pradesh
175049,Mandi,Himachal Pradesh
175050,Mandi,Himachal Pradesh
175051,Mandi,Himachal Pradesh
175052,Mandi,Himachal Pradesh
175075,Mandi,Himachal Pradesh
175101,Kullu,Himachal Pradesh
175102,Kullu,Himachal Pradesh
175103,Kullu,Himachal Pradesh
175104,Kullu,Himachal Pradesh
175105,Kullu,Himachal Pradesh
175106,Kullu,Himachal Pradesh
175106,Mandi,Himachal Pradesh
175121,Kullu,Himachal Pradesh
175121,Mandi,Himachal Pradesh
175123,Kullu,Himachal Pradesh
175123,Mandi,Himachal Pradesh
175124,Mandi,Himachal Pradesh
175125,Kullu,Himachal Pradesh
175125,Mandi,Himachal Pradesh
175126,Kullu,Himachal Pradesh
175128,Kullu,Himachal Pradesh
175129,Kullu,Himachal Pradesh
175130,Kullu,Himachal Pradesh
175131,Kullu,Himachal Pradesh
175132,Lahul & Spiti,Himachal Pradesh
175133,Lahul & Spiti,Himachal Pradesh
175134,Kullu,Himachal Pradesh
175136,Kullu,Himachal Pradesh
175138,Kullu,Himachal Pradesh
175139,Lahul & Spiti,Himachal Pradesh
175140,Lahul & Spiti,Himachal Pradesh
175141,Kullu,Himachal Pradesh
175141,Mandi,Himachal Pradesh
175142,Lahul & Spiti,Himachal Pradesh
175143,Kullu,Himachal Pradesh
176001,Kangra,Himachal Pradesh
176002,Kangra,Himachal Pradesh
176021,Kangra,Himachal Pradesh
176022,Kangra,Himachal Pradesh
176023,Kangra,Himachal Pradesh
176025,Kangra,Himachal Pradesh
176026,Kangra,Himachal Pradesh
176027,Kangra,Himachal Pradesh
176028,Kangra,Himachal Pradesh
176029,Kangra,Himachal Pradesh
176030,Kangra,Himachal Pradesh
176031,Kangra,Himachal Pradesh
176032,Kangra,Himachal Pradesh
176033,Kangra,Himachal Pradesh
176036,Kangra,Himachal Pradesh
176037,Kangra,Himachal Pradesh
176038,Kangra,Himachal Pradesh
176039,Hamirpur,Himachal Pradesh
176040,Hamirpur,Himachal Pradesh
176041,Hamirpur,Himachal Pradesh
176042,Hamirpur,Himachal Pradesh
176043,Hamirpur,Himachal Pradesh
176044,Hamirpur,Himachal Pradesh
176045,Hamirpur,Himachal Pradesh
176047,Kangra,Himachal Pradesh
176048,Hamirpur,Himachal Pradesh
176049,Hamirpur,Himachal Pradesh
176051,Kangra,Himachal Pradesh
176052,Kangra,Himachal Pradesh
176053,Kangra,Himachal Pradesh
176054,Kangra,Himachal Pradesh
176055,Kangra,Himachal Pradesh
176056,Kangra,Himachal Pradesh
176057,Kangra,Himachal Pradesh
176058,Kangra,Himachal Pradesh
176059,Kangra,Himachal Pradesh
176060,Kangra,Himachal Pradesh
176061,Kangra,Himachal Pradesh
176062,Kangra,Himachal Pradesh
176063,Kangra,Himachal Pradesh
176064,Kangra,Himachal Pradesh
176065,Kangra,Himachal Pradesh
176066,Kangra,Himachal Pradesh
176067,Kangra,Himachal Pradesh
176071,Kangra,Himachal Pradesh
176073,Kangra,Himachal Pradesh
176075,Kangra,Himachal Pradesh
176076,Kangra,Himachal Pradesh
176077,Kangra,Himachal Pradesh
176081,Kangra,Himachal Pradesh
176082,Kangra,Himachal Pradesh
176083,Kangra,Himachal Pradesh
176084,Kangra,Himachal Pradesh
176085,Kangra,Himachal Pradesh
176086,Kangra,Himachal Pradesh
176087,Kangra,Himachal Pradesh
176088,Kangra,Himachal Pradesh
176089,Kangra,Himachal Pradesh
176090,Mandi,Himachal Pradesh
176091,Kangra,Himachal Pradesh
176092,Kangra,Himachal Pradesh
176093,Kangra,Himachal Pradesh
176094,Kangra,Himachal Pradesh
176095,Kangra,Himachal Pradesh
176096,Kangra,Himachal Pradesh
176097,Kangra,Himachal Pradesh
176098,Kangra,Himachal Pradesh
176101,Kangra,Himachal Pradesh
176102,Kangra,Himachal Pradesh
176103,Kangra,Himachal Pradesh
176107,Kangra,Himachal Pradesh
176108,Hamirpur,Himachal Pradesh
176109,Hamirpur,Himachal Pradesh
176110,Hamirpur,Himachal Pradesh
176111,Hamirpur,Himachal Pradesh
176115,Kangra,Himachal Pradesh
176125,Kangra,Himachal Pradesh
176128,Kangra,Himachal Pradesh
176200,Kangra,Himachal Pradesh
176201,Kangra,Himachal Pradesh
176202,Kangra,Himachal Pradesh
176203,Kangra,Himachal Pradesh
176204,Kangra,Himachal Pradesh
176205,Kangra,Himachal Pradesh
176206,Kangra,Himachal Pradesh
176207,Chamba,Himachal Pradesh
176208,Kangra,Himachal Pradesh
176209,Kangra,Himachal Pradesh
176210,Kangra,Himachal Pradesh
176211,Kangra,Himachal Pradesh
176214,Kangra,Himachal Pradesh
176215,Kangra,Himachal Pradesh
176216,Kangra,Himachal Pradesh
176217,Kangra,Himachal Pradesh
176218,Kangra,Himachal Pradesh
176225,Kangra,Himachal Pradesh
176301,Chamba,Himachal Pradesh
176302,Chamba,Himachal Pradesh
176303,Chamba,Himachal Pradesh
176304,Chamba,Himachal Pradesh
176305,Chamba,Himachal Pradesh
176306,Chamba,Himachal Pradesh
176307,Chamba,Himachal Pradesh
176308,Chamba,Himachal Pradesh
176309,Chamba,Himachal Pradesh
176310,Chamba,Himachal Pradesh
176311,Chamba,Himachal Pradesh
176312,Chamba,Himachal Pradesh
176313,Chamba,Himachal Pradesh
176314,Chamba,Himachal Pradesh
176315,Chamba,Himachal Pradesh
176316,Chamba,Himachal Pradesh
176317,Chamba,Himachal Pradesh
176318,Chamba,Himachal Pradesh
176319,Chamba,Himachal Pradesh
176320,Chamba,Himachal Pradesh
176321,Chamba,Himachal Pradesh
176323,Chamba,Himachal Pradesh
176324,Chamba,Himachal Pradesh
176325,Chamba,Himachal Pradesh
176326,Chamba,Himachal Pradesh
176330,Chamba,Himachal Pradesh
176401,Kangra,Himachal Pradesh
176402,Kangra,Himachal Pradesh
176403,Kangra,Himachal Pradesh
176501,Kangra,Himachal Pradesh
176502,Kangra,Himachal Pradesh
176601,Una,Himachal Pradesh
177001,Hamirpur,Himachal Pradesh
177005,Hamirpur,Himachal Pradesh
177006,Hamirpur,Himachal Pradesh
177007,Hamirpur,Himachal Pradesh
177020,Hamirpur,Himachal Pradesh
177021,Hamirpur,Himachal Pradesh
177022,Hamirpur,Himachal Pradesh
177023,Hamirpur,Himachal Pradesh
177024,Hamirpur,Himachal Pradesh
177025,Hamirpur,Himachal Pradesh
177026,Hamirpur,Himachal Pradesh
177027,Hamirpur,Himachal Pradesh
177028,Hamirpur,Himachal Pradesh
177029,Hamirpur,Himachal Pradesh
177031,Una,Himachal Pradesh
177033,Hamirpur,Himachal Pradesh
177033,Kangra,Himachal Pradesh
177034,Kangra,Himachal Pradesh
177038,Hamirpur,Himachal Pradesh
177038,Una,Himachal Pradesh
177039,Una,Himachal Pradesh
177040,Hamirpur,Himachal Pradesh
177041,Hamirpur,Himachal Pradesh
177042,Hamirpur,Himachal Pradesh
177043,Kangra,Himachal Pradesh
177044,Hamirpur,Himachal Pradesh
177045,Hamirpur,Himachal Pradesh
177048,Hamirpur,Himachal Pradesh
177101,Kangra,Himachal Pradesh
177103,Kangra,Himachal Pradesh
177104,Kangra,Himachal Pradesh
177105,Kangra,Himachal Pradesh
177106,Kangra,Himachal Pradesh
177107,Kangra,Himachal Pradesh
177108,Kangra,Himachal Pradesh
177109,Una,Himachal Pradesh
177110,Kangra,Himachal Pradesh
177110,Una,Himachal Pradesh
177111,Kangra,Himachal Pradesh
177112,Kangra,Himachal Pradesh
177113,Kangra,Himachal Pradesh
177114,Kangra,Himachal Pradesh
177117,Kangra,Himachal Pradesh
177118,Hamirpur,Himachal Pradesh
177119,Hamirpur,Himachal Pradesh
177201,Una,Himachal Pradesh
177202,Una,Himachal Pradesh
177203,Una,Himachal Pradesh
177204,Una,Himachal Pradesh
177205,Una,Himachal Pradesh
177206,Una,Himachal Pradesh
177207,Una,Himachal Pradesh
177208,Una,Himachal Pradesh
177209,Una,Himachal Pradesh
177210,Una,Himachal Pradesh
177211,Una,Himachal Pradesh
177212,Una,Himachal Pradesh
177213,Una,Himachal Pradesh
177219,Una,Himachal Pradesh
177220,Una,Himachal Pradesh
177301,Hamirpur,Himachal Pradesh
177401,Hamirpur,Himachal Pradesh
177501,Hamirpur,Himachal Pradesh
177601,Hamirpur,Himachal Pradesh
180001,Jammu,Jammu & Kashmir
180002,Jammu,Jammu & Kashmir
180003,Jammu,Jammu & Kashmir
180004,Jammu,Jammu & Kashmir
180005,Jammu,Jammu & Kashmir
180006,Jammu,Jammu & Kashmir
180007,Jammu,Jammu & Kashmir
180009,Jammu,Jammu & Kashmir
180010,Jammu,Jammu & Kashmir
180011,Jammu,Jammu & Kashmir
180012,Jammu,Jammu & Kashmir
180013,Jammu,Jammu & Kashmir
180015,Jammu,Jammu & Kashmir
180016,Jammu,Jammu & Kashmir
180017,Jammu,Jammu & Kashmir
180018,Jammu,Jammu & Kashmir
180019,Jammu,Jammu & Kashmir
180020,Jammu,Jammu & Kashmir
181008,Jammu,Jammu & Kashmir
181101,Jammu,Jammu & Kashmir
181102,Jammu,Jammu & Kashmir
181111,Jammu,Jammu & Kashmir
181121,Jammu,Jammu & Kashmir
181122,Jammu,Jammu & Kashmir
181123,Jammu,Jammu & Kashmir
181124,Jammu,Jammu & Kashmir
181131,Jammu,Jammu & Kashmir
181132,Jammu,Jammu & Kashmir
181133,Samba,Jammu & Kashmir
181134,Jammu,Jammu & Kashmir
181141,Jammu,Jammu & Kashmir
181141,Samba,Jammu & Kashmir
181143,Jammu,Jammu & Kashmir
181143,Samba,Jammu & Kashmir
181145,Samba,Jammu & Kashmir
181152,Jammu,Jammu & Kashmir
181201,Jammu,Jammu & Kashmir
181202,Jammu,Jammu & Kashmir
181203,Jammu,Jammu & Kashmir
181204,Jammu,Jammu & Kashmir
181205,Jammu,Jammu & Kashmir
181206,Jammu,Jammu & Kashmir
181207,Jammu,Jammu & Kashmir
181208,Jammu,Jammu & Kashmir
181221,Jammu,Jammu & Kashmir
181224,Jammu,Jammu & Kashmir
182101,Udhampur,Jammu & Kashmir
182104,Udhampur,Jammu & Kashmir
182121,Reasi,Jammu & Kashmir
182121,Udhampur,Jammu & Kashmir
182122,Udhampur,Jammu & Kashmir
182124,Udhampur,Jammu & Kashmir
182125,Udhampur,Jammu & Kashmir
182126,Udhampur,Jammu & Kashmir
182127,Udhampur,Jammu & Kashmir
182128,Udhampur,Jammu & Kashmir
182129,Doda,Jammu & Kashmir
182130,Udhampur,Jammu & Kashmir
182131,Doda,Jammu & Kashmir
182132,Kishtwar,Jammu & Kashmir
182133,Kishtwar,Jammu & Kashmir
182134,Kishtwar,Jammu & Kashmir
182135,Kishtwar,Jammu & Kashmir
182136,Kishtwar,Jammu & Kashmir
182137,Kishtwar,Jammu & Kashmir
182138,Kishtwar,Jammu & Kashmir
182139,Kishtwar,Jammu & Kashmir
182140,Kishtwar,Jammu & Kashmir
182141,Udhampur,Jammu & Kashmir
182142,Udhampur,Jammu & Kashmir
182143,Doda,Jammu & Kashmir
182143,Ramban,Jammu & Kashmir
182144,Ramban,Jammu & Kashmir
182145,Ramban,Jammu & Kashmir
182146,Ramban,Jammu & Kashmir
182147,Doda,Jammu & Kashmir
182148,Ramban,Jammu & Kashmir
182161,Udhampur,Jammu & Kashmir
182201,Doda,Jammu & Kashmir
182202,Doda,Jammu & Kashmir
182203,Doda,Jammu & Kashmir
182203,Kishtwar,Jammu & Kashmir
182204,Kishtwar,Jammu & Kashmir
182205,Kishtwar,Jammu & Kashmir
182206,Kishtwar,Jammu & Kashmir
182207,Doda,Jammu & Kashmir
182221,Doda,Jammu & Kashmir
182222,Doda,Jammu & Kashmir
182301,Reasi,Jammu & Kashmir
182311,Reasi,Jammu & Kashmir
182312,Reasi,Jammu & Kashmir
182313,Reasi,Jammu & Kashmir
182315,Reasi,Jammu & Kashmir
182320,Reasi,Jammu & Kashmir
184101,Kathua,Jammu & Kashmir
184102,Kathua,Jammu & Kashmir
184104,Kathua,Jammu & Kashmir
184120,Samba,Jammu & Kashmir
184121,Samba,Jammu & Kashmir
184121,Udhampur,Jammu & Kashmir
184141,Kathua,Jammu & Kashmir
184141,Samba,Jammu & Kashmir
184142,Kathua,Jammu & Kashmir
184143,Kathua,Jammu & Kashmir
184144,Kathua,Jammu & Kashmir
184145,Kathua,Jammu & Kashmir
184148,Kathua,Jammu & Kashmir
184151,Kathua,Jammu & Kashmir
184152,Kathua,Jammu & Kashmir
184201,Kathua,Jammu & Kashmir
184202,Kathua,Jammu & Kashmir
184203,Kathua,Jammu & Kashmir
184204,Kathua,Jammu & Kashmir
184205,Kathua,Jammu & Kashmir
184205,Udhampur,Jammu & Kashmir
184206,Kathua,Jammu & Kashmir
184210,Jammu,Jammu & Kashmir
184210,Kathua,Jammu & Kashmir
184210,Udhampur,Jammu & Kashmir
185101,Poonch,Jammu & Kashmir
185102,Poonch,Jammu & Kashmir
185121,Poonch,Jammu & Kashmir
185131,Rajouri,Jammu & Kashmir
185132,Rajouri,Jammu & Kashmir
185133,Rajouri,Jammu & Kashmir
185135,Rajouri,Jammu & Kashmir
185151,Rajouri,Jammu & Kashmir
185152,Rajouri,Jammu & Kashmir
185153,Rajouri,Jammu & Kashmir
185154,Jammu,Jammu & Kashmir
185154,Reasi,Jammu & Kashmir
185155,Rajouri,Jammu & Kashmir
185156,Rajouri,Jammu & Kashmir
185201,Rajouri,Jammu & Kashmir
185202,Rajouri,Jammu & Kashmir
